"4873",,"TELERA","1","t","t","493","1070","36586"
"3018",,"CALABAZA","1","t","t","233","1070","36586"
"3015",,"CAJA TRUFA CUBIERTA","1","t","t","229","1070","36586"
"3014",,"CAJA DE PALITOS ","1","t","t","195","1070","36586"
"3013",,"CAJA DE MAZAPAN","1","t","t","245","1070","36586"
"3010",,"CACAHUATE","1","t","t","236","1070","36586"
"3007",,"BUÑUELO ESPECIAL","1","t","t","237","1070","36586"
"3006",,"BUDIN","1","t","t","236","1070","36586"
"3005",,"BROCAS","1","t","t","223","1070","36586"
"3004",,"BORREGOS","1","t","t","233","1070","36586"
"3003",,"BORRACHO ","1","t","t","229","1070","36586"
"3002",,"BOLSA PLÁSTICO","1","t","t","228","1070","36586"
"3001",,"BOLSA DE GALLETA","1","t","t","238","1070","36586"
"2997",,"BOLLO P/HAMBURGUESA NORMAL","1","t","t","239",,
"2999",,"BOLLO P/HAMBURGUESA GIGANTE","1","t","t","239",,
"2996",,"BOLLO C/Q","1","t","t","195","1070","36586"
"2993",,"BOLILLO","1","t","t","195","1070","36586"
"2992",,"BOLILLITO C.","1","t","t","195","1070","36586"
"2990",,"BOLA BERLÍN","1","t","t","237","1070","36586"
"3094",,"Doble Express ","1","t","t","197","1070","36586"
"3099",,"Dona","1","t","t","201","1070","36586"
"4875",,"PAN BLANCO","1","t","t","493","1070","36586"
"3101",,"Doradita/Biz.Med","1","t","t","201","1070","36586"
"3103",,"E. Brasileña","1","t","t","199","1070","36586"
"3104",,"E. Manzana","1","t","t","199","1070","36586"
"3105",,"Empanada Atún","1","t","t","201","1070","36586"
"3111",,"Empanada Huachinango","1","t","t","201","1070","36586"
"5684",,"Rosca Mega","1","t","t","562","1070","36586"
"3115",,"Emp Bacalao","1","t","t","201","1070","36586"
"3116",,"Emp Camaron","1","t","t","201","1070","36586"
"3117",,"Emp Dulces","1","t","t","201","1070","36586"
"3108",,"EMPANADA D.","1","t","f","235","1070","36586"
"3119",,"Ensalada Rusa","1","t","t","199","1070","36586"
"3120",,"Ensalada Rusa/","1","t","t","194","1070","36586"
"3125",,"Express","1","t","t","197","1070","36586"
"5361",,"DESCUENTO 20%","1","t","f","531",,
"3139",,"Frijoles Charros","1","t","t","199","1070","36586"
"3140",,"Frijoles Charros/","1","t","t","194","1070","36586"
"3141",,"Frijoles refritos/","1","t","t","194","1070","36586"
"3142",,"Frijoles Refritos","1","t","t","199","1070","36586"
"3145",,"Fuzze Tea","1","t","t","201","1070","36586"
"3149",,"GALLETA DE AVENA","1","t","t","201","1070","36586"
"3151",," galletas","1","t","t","201","1070","36586"
"3153",,"Galletas","1","t","t","201","1070","36586"
"3154",,"Galletería","1","t","t","201","1070","36586"
"3161",,"Gelatina 805","1","t","t","201","1070","36586"
"3163",,"Gelatina 808","1","t","t","201","1070","36586"
"3164",,"Gelatina Capacillo","1","t","t","201","1070","36586"
"3167",,"Gingerale","1","t","t","241","1070","36586"
"3110",,"EMPANADA DE CUARESMA","1","t","t","235","1070","36586"
"3172",,"Hamburguesa","1","t","t","249","1070","36586"
"3178",,"PASTA HOJALDRE","1","t","t","233","1070","36586"
"3177",,"Hojaldra Mole","1","t","t","201","1070","36586"
"3185",,"Latte","1","t","t","197","1070","36586"
"5409",,"ADORNO NAVIDEÑO","1","t","t","245","1070",
"5357",,"ENSALADA LIGERA","1","t","t","523","1070","36633"
"3197",,"MASA B.","1","t","t","195","1070","36586"
"3196",,"MARIDO","1","t","t","222","1070","36586"
"3118",,"Emp Tradicional","1","t","t","201",,
"3194",,"MANTECADA  N.","1","t","t","236","1070","36586"
"3193",,"MANTECADA","1","t","t","219","1070","36586"
"3192",,"MAGICAS","1","t","t","228","1070","36586"
"3190",,"MADRILEÑA","1","t","t","223","1070","36586"
"3189",,"LLUVIA DE","1","t","t","228","1070","36586"
"3188",,"LEVADURA","1","t","t","245","1070","36586"
"3187",,"LECHUZA F.","1","t","t","223","1070","36586"
"3186",,"LAUREL","1","t","t","223","1070","36586"
"3184",,"LADRILLO","1","t","t","221","1070","36586"
"3183",,"INTEGRAL N.","1","t","t","232","1070","36586"
"3182",,"INTEGRAL GRD","1","t","t","244","1070","36586"
"3181",,"INTEGRAL CH","1","t","t","244","1070","36586"
"3180",,"INGLESES","1","t","t","222","1070","36586"
"3179",,"HUESOS","1","t","t","224","1070","36586"
"3176",,"HOGAZA ","1","t","t","232","1070","36586"
"3175",,"HIGOS","1","t","t","225","1070","36586"
"3173",,"HERSHEYS CHOCOLATE","1","t","t","241","1070","36586"
"3171",,"GUSANO B.","1","t","t","219","1070","36586"
"3170",,"GUSANO","1","t","t","224","1070","36586"
"3168",,"GLITTER AZUL Y ROJO","1","t","t","228","1070","36586"
"3166",,"GENDARME","1","t","t","221","1070","36586"
"3165",,"GELATINA DE VASO","1","t","t","230","1070","36586"
"3162",,"GELATINA 808","1","t","t","230","1070","36586"
"3160",,"GELATINA 805","1","t","t","230","1070","36586"
"3159",,"GELATINA 220","1","t","t","230","1070","36586"
"3158",,"GELATINA 200","1","t","t","230","1070","36586"
"3157",,"GELATINA 180","1","t","t","230","1070","36586"
"3156",,"GELATINA","1","t","t","230","1070","36586"
"3155",,"GARABATO","1","t","t","236","1070","36586"
"3152",,"GALLETA S.","1","t","t","221","1070","36586"
"3150",,"GALLETA NAVIEDEÑA","1","t","t","238","1070","36586"
"3148",,"GALLETA DE AVENA","1","t","t","221","1070","36586"
"3147",,"GALLETA CH.","1","t","t","236","1070","36586"
"3146",,"GALLETA","1","t","t","238","1070","36586"
"3144",,"FRUTAL","1","t","t","241","1070","36586"
"3143",,"FRUIT CAKE","1","t","t","233","1070","36586"
"3138",,"FRESCA","1","t","t","241","1070","36586"
"3137",,"FRESA CUBIERTA","1","t","t","236","1070","36586"
"3136",,"FORTILECHE","1","t","t","241","1070","36586"
"3135",,"FLOR","1","t","t","223","1070","36586"
