"4","FULL IMPACT"
"8","GOLD´S GYM"
"9","FREEMOTION"
"7","ATHLETIC"
"1","PROFITNESS"
"5","SPORT TEAM"
"3","HEAD"
"10","PROFORM"
"13","WESLO"
"15","NordicTrack"
"2","ATHLETIC WORKS"
"11","UNIFITNESS"
"12","LUBRIGYM"
"6","OTRO"
"16","AMAZING FITNESS"
