"4","FULL IMPACT"
"8","GOLD´S GYM"
"9","FREEMOTION"
"7","ATHLETIC"
"1","PROFITNESS"
"5","SPORT TEAM"
"6","OTRO"
"3","HEAD"
"10","PROFORM"
"13","WESLO"
"12","LUBRIGYM"
"11","UNIFITNESS"
"15","NordicTrack"
"2","ATHLETIC WORKS"
